Datetime,Region,Consumption_MW
2024-01-03 02:00:00,East_Coast,615.4238686924726
2024-01-03 03:00:00,East_Coast,662.1194919014608
2024-01-03 04:00:00,East_Coast,
2024-01-03 05:00:00,East_Coast,700.3673010819779
2024-01-03 06:00:00,East_Coast,656.046648525232
2024-01-03 07:00:00,East_Coast,718.7736572036697
2024-01-03 08:00:00,East_Coast,663.7748917751524
2024-01-03 09:00:00,East_Coast,688.3286706671693
2024-01-03 10:00:00,East_Coast,605.9899657409933
2024-01-03 11:00:00,East_Coast,653.6657274018718
2024-01-03 12:00:00,East_Coast,480.8758584391812
2024-01-03 13:00:00,East_Coast,
2024-01-03 14:00:00,East_Coast,337.0112207810185
2024-01-03 15:00:00,East_Coast,448.91262390237296
2024-01-03 16:00:00,East_Coast,297.6551916251312
2024-01-03 17:00:00,East_Coast,358.4539988201013
2024-01-03 18:00:00,East_Coast,253.7494920732758
2024-01-03 19:00:00,East_Coast,371.3859793490991
2024-01-03 20:00:00,East_Coast,277.4877119654709
2024-01-03 21:00:00,East_Coast,370.8095941113807
2024-01-03 22:00:00,East_Coast,480.1685007296244
2024-01-03 23:00:00,East_Coast,461.8069252935142
2024-01-04 00:00:00,East_Coast,478.4412296495668
2024-01-04 01:00:00,East_Coast,516.7914912319499
2024-01-04 02:00:00,East_Coast,559.344522074252
2024-01-04 03:00:00,East_Coast,662.5388867351946
2024-01-04 04:00:00,East_Coast,731.8566010403931
2024-01-04 05:00:00,East_Coast,717.6897736551864
2024-01-04 06:00:00,East_Coast,695.2650717791878
2024-01-04 07:00:00,East_Coast,870.7823443199201
2024-01-04 08:00:00,East_Coast,612.9248000384611
2024-01-04 09:00:00,East_Coast,769.4511385418768
2024-01-04 10:00:00,East_Coast,637.3658825987856
2024-01-04 11:00:00,East_Coast,558.3541219189518
2024-01-04 12:00:00,East_Coast,
2024-01-04 13:00:00,East_Coast,409.3523507458482
2024-01-04 14:00:00,East_Coast,456.8073742319292
2024-01-04 15:00:00,East_Coast,353.84094410991906
2024-01-04 16:00:00,East_Coast,375.4263984635129
2024-01-04 17:00:00,East_Coast,316.80413666027664
2024-01-04 18:00:00,East_Coast,352.3724530047888
2024-01-04 19:00:00,East_Coast,237.86950125356037
2024-01-04 20:00:00,East_Coast,345.5418202147973
2024-01-04 21:00:00,East_Coast,492.56580559666156
2024-01-04 22:00:00,East_Coast,392.3583746161968
2024-01-04 23:00:00,East_Coast,486.592480732402
2024-01-05 00:00:00,East_Coast,503.43774057883167
2024-01-05 01:00:00,East_Coast,584.3409535482912
2024-01-05 02:00:00,East_Coast,644.7622389540298
2024-01-05 03:00:00,East_Coast,624.4957853414854
2024-01-05 04:00:00,East_Coast,771.2290383614105
2024-01-05 05:00:00,East_Coast,726.7676439581223
2024-01-05 06:00:00,East_Coast,702.0876976346875
2024-01-05 07:00:00,East_Coast,792.9338810131514
2024-01-05 08:00:00,East_Coast,718.1904765468094
2024-01-05 09:00:00,East_Coast,618.584048249973
2024-01-05 10:00:00,East_Coast,592.7307859704744
2024-01-05 11:00:00,East_Coast,575.6920635057721
2024-01-05 12:00:00,East_Coast,516.3501670118799
2024-01-05 13:00:00,East_Coast,514.5940251775866
2024-01-05 14:00:00,East_Coast,485.1088559447873
2024-01-05 15:00:00,East_Coast,415.65807674095834
2024-01-05 16:00:00,East_Coast,380.84072237555614
2024-01-05 17:00:00,East_Coast,373.8372535361445
2024-01-05 18:00:00,East_Coast,310.02523450413986
2024-01-05 19:00:00,East_Coast,271.1834537313506
2024-01-05 20:00:00,East_Coast,
2024-01-05 21:00:00,East_Coast,355.5540522584367
2024-01-05 22:00:00,East_Coast,361.0379845529043
2024-01-05 23:00:00,East_Coast,512.7443795186085
2024-01-06 00:00:00,East_Coast,537.6903237292502
2024-01-06 01:00:00,East_Coast,
2024-01-06 02:00:00,East_Coast,618.8038786013
2024-01-06 03:00:00,East_Coast,706.4419889134787
2024-01-06 04:00:00,East_Coast,
2024-01-06 05:00:00,East_Coast,709.5086798207307
2024-01-06 06:00:00,East_Coast,759.1422688845619
2024-01-06 07:00:00,East_Coast,796.6589664898034
2024-01-06 08:00:00,East_Coast,653.6841993726042
2024-01-06 09:00:00,East_Coast,699.5277629127419
2024-01-06 10:00:00,East_Coast,635.6597575519065
2024-01-06 11:00:00,East_Coast,604.4702243391714
2024-01-06 12:00:00,East_Coast,519.54228798683
2024-01-06 13:00:00,East_Coast,472.7132933131339
2024-01-06 14:00:00,East_Coast,432.82175627672825
2024-01-06 15:00:00,East_Coast,399.8022399167024
2024-01-06 16:00:00,East_Coast,402.06867568555407
2024-01-06 17:00:00,East_Coast,377.3057761940224
2024-01-06 18:00:00,East_Coast,361.8793395402731
2024-01-06 19:00:00,East_Coast,425.3581293581251
2024-01-06 20:00:00,East_Coast,351.0658264877456
2024-01-06 21:00:00,East_Coast,316.59627351163823
2024-01-06 22:00:00,East_Coast,443.80643108269805
2024-01-06 23:00:00,East_Coast,523.2727182930257
2024-01-07 00:00:00,East_Coast,535.0643477765093
2024-01-07 01:00:00,East_Coast,603.5177828784106
2024-01-07 02:00:00,East_Coast,625.5830969013665
2024-01-07 03:00:00,East_Coast,665.057663824222
2024-01-07 04:00:00,East_Coast,751.9288455204395
2024-01-07 05:00:00,East_Coast,769.795661704224
2024-01-07 06:00:00,East_Coast,719.562348911131
2024-01-07 07:00:00,East_Coast,686.1528671679722
2024-01-07 08:00:00,East_Coast,723.0434694141736
2024-01-07 09:00:00,East_Coast,726.1138383178449
2024-01-07 10:00:00,East_Coast,722.16896480479
2024-01-07 11:00:00,East_Coast,
2024-01-07 12:00:00,East_Coast,555.634235313541
2024-01-07 13:00:00,East_Coast,353.5924252423536
2024-01-07 14:00:00,East_Coast,437.13472064015184
2024-01-07 15:00:00,East_Coast,327.227221633079
2024-01-07 16:00:00,East_Coast,336.09921524944286
2024-01-07 17:00:00,East_Coast,412.64426755796444
2024-01-07 18:00:00,East_Coast,331.5525582561336
2024-01-07 19:00:00,East_Coast,276.2803591695189
2024-01-07 20:00:00,East_Coast,345.3994059596343
2024-01-07 21:00:00,East_Coast,450.26050360563227
2024-01-07 22:00:00,East_Coast,398.5831403425381
2024-01-07 23:00:00,East_Coast,445.8188699077264
2024-01-08 00:00:00,East_Coast,587.4618689171454
2024-01-08 01:00:00,East_Coast,615.7944198988351
2024-01-08 02:00:00,East_Coast,640.859896254167
2024-01-08 03:00:00,East_Coast,614.8328903119252
2024-01-08 04:00:00,East_Coast,694.5254023115497
2024-01-08 05:00:00,East_Coast,785.7750638172103
2024-01-08 06:00:00,East_Coast,664.1250115641258
2024-01-08 07:00:00,East_Coast,724.8752933275756
2024-01-08 08:00:00,East_Coast,760.0438366820226
2024-01-08 09:00:00,East_Coast,748.1096126849004
2024-01-08 10:00:00,East_Coast,685.3285407584444
2024-01-08 11:00:00,East_Coast,573.6302279849722
2024-01-08 12:00:00,East_Coast,592.6583407198397
2024-01-08 13:00:00,East_Coast,502.0899058218662
2024-01-08 14:00:00,East_Coast,400.5707653618512
2024-01-08 15:00:00,East_Coast,340.6143312547716
2024-01-08 16:00:00,East_Coast,307.33309829544675
2024-01-08 17:00:00,East_Coast,275.04596439143546
2024-01-08 18:00:00,East_Coast,285.49970566565423
2024-01-08 19:00:00,East_Coast,381.2944698644951
2024-01-08 20:00:00,East_Coast,272.45546817986406
2024-01-08 21:00:00,East_Coast,413.7537873366656
2024-01-08 22:00:00,East_Coast,430.53216164262216
2024-01-08 23:00:00,East_Coast,385.1098210231883
2024-01-09 00:00:00,East_Coast,492.20651260900166
2024-01-09 01:00:00,East_Coast,
2024-01-09 02:00:00,East_Coast,701.9429412007405
2024-01-09 03:00:00,East_Coast,727.3552866719504
2024-01-09 04:00:00,East_Coast,
2024-01-09 05:00:00,East_Coast,
2024-01-09 06:00:00,East_Coast,766.031490592672
2024-01-09 07:00:00,East_Coast,778.0296143086258
2024-01-09 08:00:00,East_Coast,685.3577397928821
2024-01-09 09:00:00,East_Coast,685.3316012343361
2024-01-09 10:00:00,East_Coast,613.565027548784
2024-01-09 11:00:00,East_Coast,587.5428806630508
2024-01-09 12:00:00,East_Coast,527.4703606156406
2024-01-09 13:00:00,East_Coast,470.88688979973523
2024-01-09 14:00:00,East_Coast,363.6622089089116
2024-01-09 15:00:00,East_Coast,427.06014757132624
2024-01-09 16:00:00,East_Coast,252.66432193117592
2024-01-09 17:00:00,East_Coast,292.3009810786582
2024-01-09 18:00:00,East_Coast,323.5606700815034
2024-01-09 19:00:00,East_Coast,259.5733191560841
2024-01-09 20:00:00,East_Coast,393.53377259662454
2024-01-09 21:00:00,East_Coast,396.19052980397686
2024-01-09 22:00:00,East_Coast,423.70743347216734
2024-01-09 23:00:00,East_Coast,465.0100952707256
2024-01-10 00:00:00,East_Coast,564.2356836005902
2024-01-10 01:00:00,East_Coast,592.3119894956891
2024-01-10 02:00:00,East_Coast,707.7586245827497
2024-01-10 03:00:00,East_Coast,698.3141724368288
2024-01-10 04:00:00,East_Coast,724.8396012630574
2024-01-10 05:00:00,East_Coast,776.2795413472876
2024-01-10 06:00:00,East_Coast,688.777320074186
2024-01-10 07:00:00,East_Coast,727.1536424641424
2024-01-10 08:00:00,East_Coast,713.922514210863
2024-01-10 09:00:00,East_Coast,
2024-01-10 10:00:00,East_Coast,637.3683684931991
2024-01-10 11:00:00,East_Coast,589.1038675281726
2024-01-10 12:00:00,East_Coast,568.5176861950566
2024-01-10 13:00:00,East_Coast,586.8578967126953
2024-01-10 14:00:00,East_Coast,
2024-01-10 15:00:00,East_Coast,423.27762275796977
2024-01-10 16:00:00,East_Coast,352.2788359931926
2024-01-10 17:00:00,East_Coast,365.8169337902958
2024-01-10 18:00:00,East_Coast,413.8605798517742
2024-01-10 19:00:00,East_Coast,398.07123380544067
2024-01-10 20:00:00,East_Coast,401.1369258838536
2024-01-10 21:00:00,East_Coast,429.6539425482801
2024-01-10 22:00:00,East_Coast,405.5306137505429
2024-01-10 23:00:00,East_Coast,433.7801064246747
2024-01-11 00:00:00,East_Coast,567.3304843144942
2024-01-11 01:00:00,East_Coast,
2024-01-11 02:00:00,East_Coast,669.1648334799125
2024-01-11 03:00:00,East_Coast,603.3684590200587
2024-01-11 04:00:00,East_Coast,700.9387078678872
2024-01-11 05:00:00,East_Coast,677.8328853084711
2024-01-11 06:00:00,East_Coast,722.6467833524014
2024-01-11 07:00:00,East_Coast,709.4646899000523
2024-01-11 08:00:00,East_Coast,661.1941147709791
2024-01-11 09:00:00,East_Coast,690.1839857409896
2024-01-11 10:00:00,East_Coast,649.38625851247
2024-01-11 11:00:00,East_Coast,627.2123914752962
2024-01-11 12:00:00,East_Coast,513.8962529903285
2024-01-11 13:00:00,East_Coast,539.1197949829752
2024-01-11 14:00:00,East_Coast,420.16165452579946
2024-01-11 15:00:00,East_Coast,328.05948575399435
2024-01-11 16:00:00,East_Coast,302.19962921753995
2024-01-11 17:00:00,East_Coast,373.091013334895
2024-01-11 18:00:00,East_Coast,343.68375753981917
2024-01-11 19:00:00,East_Coast,408.5878041377158
2024-01-11 20:00:00,East_Coast,398.70174707823026
2024-01-11 21:00:00,East_Coast,527.712479939072
2024-01-11 22:00:00,East_Coast,395.8498254982778
2024-01-11 23:00:00,East_Coast,483.851421223132
2024-01-12 00:00:00,East_Coast,517.6859800707717
2024-01-12 01:00:00,East_Coast,575.7415211181316
2024-01-12 02:00:00,East_Coast,621.8425216591575
2024-01-12 03:00:00,East_Coast,629.2365086449944
2024-01-12 04:00:00,East_Coast,719.2397884666859
2024-01-12 05:00:00,East_Coast,793.2623989953411
2024-01-12 06:00:00,East_Coast,737.5606208183726
2024-01-12 07:00:00,East_Coast,711.5338392616402
2024-01-12 08:00:00,East_Coast,620.2801919430065
2024-01-12 09:00:00,East_Coast,661.5117997297643
2024-01-12 10:00:00,East_Coast,601.2804877505207
2024-01-12 11:00:00,East_Coast,639.0830042731151
2024-01-12 12:00:00,East_Coast,515.4615093442643
2024-01-12 13:00:00,East_Coast,437.3543057542108
2024-01-12 14:00:00,East_Coast,480.3306622134732
2024-01-12 15:00:00,East_Coast,476.43921038616645
2024-01-12 16:00:00,East_Coast,359.46517717076
2024-01-12 17:00:00,East_Coast,379.95320498165916
2024-01-12 18:00:00,East_Coast,407.78009714514883
2024-01-12 19:00:00,East_Coast,356.01430762532317
2024-01-12 20:00:00,East_Coast,409.5585575520331
2024-01-12 21:00:00,East_Coast,427.32527089364254
2024-01-12 22:00:00,East_Coast,460.8294336918026
2024-01-12 23:00:00,East_Coast,502.0553830389266
2024-01-13 00:00:00,East_Coast,
2024-01-13 01:00:00,East_Coast,572.0071779821827
2024-01-13 02:00:00,East_Coast,
2024-01-13 03:00:00,East_Coast,738.1872820214793
2024-01-13 04:00:00,East_Coast,712.8771711144594
2024-01-13 05:00:00,East_Coast,795.406961720465
2024-01-13 06:00:00,East_Coast,
2024-01-13 07:00:00,East_Coast,774.249737649446
2024-01-13 08:00:00,East_Coast,
2024-01-13 09:00:00,East_Coast,691.9761498641993
2024-01-13 10:00:00,East_Coast,592.573021511797
2024-01-13 11:00:00,East_Coast,646.9392647668474
2024-01-13 12:00:00,East_Coast,592.1176054999676
2024-01-13 13:00:00,East_Coast,464.382022153559
2024-01-13 14:00:00,East_Coast,481.2775485121874
2024-01-13 15:00:00,East_Coast,437.9380479788242
2024-01-13 16:00:00,East_Coast,406.55925520549295
2024-01-13 17:00:00,East_Coast,356.4475525030404
2024-01-13 18:00:00,East_Coast,415.34848186554757
2024-01-13 19:00:00,East_Coast,392.6159737696536
2024-01-13 20:00:00,East_Coast,370.76801761822315
2024-01-13 21:00:00,East_Coast,463.2296658816614
2024-01-13 22:00:00,East_Coast,476.70074260983625
2024-01-13 23:00:00,East_Coast,541.2376653878674
2024-01-14 00:00:00,East_Coast,529.3621901697752
2024-01-14 01:00:00,East_Coast,
2024-01-14 02:00:00,East_Coast,740.9937893343251
2024-01-14 03:00:00,East_Coast,809.8715015443308
2024-01-14 04:00:00,East_Coast,777.1117645170607
2024-01-14 05:00:00,East_Coast,
2024-01-14 06:00:00,East_Coast,694.2433064831124
2024-01-14 07:00:00,East_Coast,737.3724602374372
2024-01-14 08:00:00,East_Coast,725.497900122965
2024-01-14 09:00:00,East_Coast,742.1319820950716
2024-01-14 10:00:00,East_Coast,714.4649909632506
2024-01-14 11:00:00,East_Coast,530.8181641062512
2024-01-14 12:00:00,East_Coast,572.7098731071333
2024-01-14 13:00:00,East_Coast,551.990249337124
2024-01-14 14:00:00,East_Coast,551.19503335383
2024-01-14 15:00:00,East_Coast,456.4856012049469
2024-01-14 16:00:00,East_Coast,380.9098660322773
2024-01-14 17:00:00,East_Coast,376.09375033157505
2024-01-14 18:00:00,East_Coast,407.474287930438
2024-01-14 19:00:00,East_Coast,395.6747651787875
2024-01-14 20:00:00,East_Coast,436.4018816992652
2024-01-14 21:00:00,East_Coast,326.0832961578278
2024-01-14 22:00:00,East_Coast,453.68354408557735
2024-01-14 23:00:00,East_Coast,460.2429754510723
2024-01-15 00:00:00,East_Coast,564.2715993290067
2024-01-15 01:00:00,East_Coast,
2024-01-15 02:00:00,East_Coast,692.6655156637078
2024-01-15 03:00:00,East_Coast,743.8355269687471
2024-01-15 04:00:00,East_Coast,723.9186887587814
2024-01-15 05:00:00,East_Coast,780.2126935183803
2024-01-15 06:00:00,East_Coast,723.9305502953059
2024-01-15 07:00:00,East_Coast,796.7547446471681
2024-01-15 08:00:00,East_Coast,737.1493230429834
2024-01-15 09:00:00,East_Coast,732.6485002984117
2024-01-15 10:00:00,East_Coast,609.8048469942346
2024-01-15 11:00:00,East_Coast,616.671661025438
2024-01-15 12:00:00,East_Coast,491.30277990473957
2024-01-15 13:00:00,East_Coast,577.3701078602087
2024-01-15 14:00:00,East_Coast,518.2978134364727
2024-01-15 15:00:00,East_Coast,417.68426169122347
2024-01-15 16:00:00,East_Coast,392.16817300953056
2024-01-15 17:00:00,East_Coast,338.23570341164066
2024-01-15 18:00:00,East_Coast,335.3405578893938
2024-01-15 19:00:00,East_Coast,472.16681804385416
2024-01-15 20:00:00,East_Coast,461.97367912462056
2024-01-15 21:00:00,East_Coast,454.9509226661337
2024-01-15 22:00:00,East_Coast,472.3216983452215
2024-01-15 23:00:00,East_Coast,431.159357450755
2024-01-16 00:00:00,East_Coast,459.32895175138935
2024-01-16 01:00:00,East_Coast,686.5274634366947
2024-01-16 02:00:00,East_Coast,692.5367758527594
2024-01-16 03:00:00,East_Coast,701.2359566332599
2024-01-16 04:00:00,East_Coast,769.4134312048598
2024-01-16 05:00:00,East_Coast,714.1837184901467
2024-01-16 06:00:00,East_Coast,693.2640001250459
2024-01-16 07:00:00,East_Coast,772.4763416230248
2024-01-16 08:00:00,East_Coast,762.1737513881172
2024-01-16 09:00:00,East_Coast,678.3003079734549
2024-01-16 10:00:00,East_Coast,661.660029886548
2024-01-16 11:00:00,East_Coast,536.3426862633364
2024-01-16 12:00:00,East_Coast,593.8921352510647
2024-01-16 13:00:00,East_Coast,600.5536783343359
2024-01-16 14:00:00,East_Coast,
2024-01-16 15:00:00,East_Coast,366.56921186078057
2024-01-16 16:00:00,East_Coast,443.5818999639888
2024-01-16 17:00:00,East_Coast,379.353973583262
2024-01-16 18:00:00,East_Coast,366.2646474928717
2024-01-16 19:00:00,East_Coast,330.5090889683594
2024-01-16 20:00:00,East_Coast,349.8977285083207
2024-01-16 21:00:00,East_Coast,455.4042571156521
2024-01-16 22:00:00,East_Coast,445.52846853505844
2024-01-16 23:00:00,East_Coast,497.9304876211076
2024-01-17 00:00:00,East_Coast,567.6189186385728
2024-01-17 01:00:00,East_Coast,644.7117853935052
2024-01-17 02:00:00,East_Coast,689.1628241215083
2024-01-17 03:00:00,East_Coast,676.6521681207283
2024-01-17 04:00:00,East_Coast,
2024-01-17 05:00:00,East_Coast,794.432472016702
2024-01-17 06:00:00,East_Coast,818.1920119115588
2024-01-17 07:00:00,East_Coast,709.0607891403124
2024-01-17 08:00:00,East_Coast,726.4481657051384
2024-01-17 09:00:00,East_Coast,724.1268023004437
2024-01-17 10:00:00,East_Coast,699.6197867600129
2024-01-17 11:00:00,East_Coast,625.1776243051047
2024-01-17 12:00:00,East_Coast,648.2983463795827
2024-01-17 13:00:00,East_Coast,591.8346104318689
2024-01-17 14:00:00,East_Coast,471.34869806306733
2024-01-17 15:00:00,East_Coast,484.18522546691423
2024-01-17 16:00:00,East_Coast,334.7422548844515
2024-01-17 17:00:00,East_Coast,436.1128399860337
2024-01-17 18:00:00,East_Coast,421.90297031934585
2024-01-17 19:00:00,East_Coast,328.5553343819546
2024-01-17 20:00:00,East_Coast,399.32421893683977
2024-01-17 21:00:00,East_Coast,479.1587004347431
2024-01-17 22:00:00,East_Coast,461.97351252316713
2024-01-17 23:00:00,East_Coast,592.2870874175304
2024-01-18 00:00:00,East_Coast,614.9010320727123
2024-01-18 01:00:00,East_Coast,732.6357855941219
2024-01-18 02:00:00,East_Coast,729.1227192293213
2024-01-18 03:00:00,East_Coast,672.2436528372237
2024-01-18 04:00:00,East_Coast,809.9053524406307
2024-01-18 05:00:00,East_Coast,
2024-01-18 06:00:00,East_Coast,868.4873798583853
2024-01-18 07:00:00,East_Coast,775.2872997817187
2024-01-18 08:00:00,East_Coast,733.8384549966418
2024-01-18 09:00:00,East_Coast,719.1636068839347
2024-01-18 10:00:00,East_Coast,668.2314527700956
2024-01-18 11:00:00,East_Coast,583.7694858985105
2024-01-18 12:00:00,East_Coast,646.4079687190181
2024-01-18 13:00:00,East_Coast,559.9554467344609
2024-01-18 14:00:00,East_Coast,535.4073523046395
2024-01-18 15:00:00,East_Coast,410.21645316165194
2024-01-18 16:00:00,East_Coast,436.7580787695049
2024-01-18 17:00:00,East_Coast,367.42602891643355
2024-01-18 18:00:00,East_Coast,382.5572655424841
2024-01-18 19:00:00,East_Coast,369.7175883900756
2024-01-18 20:00:00,East_Coast,467.3390005434285
2024-01-18 21:00:00,East_Coast,452.44289253366793
2024-01-18 22:00:00,East_Coast,440.97393701768806
2024-01-18 23:00:00,East_Coast,554.8875978765475
2024-01-19 00:00:00,East_Coast,547.839407990464
2024-01-19 01:00:00,East_Coast,667.631895934045
2024-01-19 02:00:00,East_Coast,732.3453617138081
2024-01-19 03:00:00,East_Coast,804.6824895479062
2024-01-19 04:00:00,East_Coast,746.4828023643171
2024-01-19 05:00:00,East_Coast,824.2191534832945
2024-01-19 06:00:00,East_Coast,760.7814880007054
2024-01-19 07:00:00,East_Coast,794.8248818382456
2024-01-19 08:00:00,East_Coast,827.779004928948
2024-01-19 09:00:00,East_Coast,620.685031777304
2024-01-19 10:00:00,East_Coast,820.4970998940848
2024-01-19 11:00:00,East_Coast,579.4422153663879
2024-01-19 12:00:00,East_Coast,654.7257330959388
2024-01-19 13:00:00,East_Coast,642.5601390344884
2024-01-19 14:00:00,East_Coast,525.5974768246672
2024-01-19 15:00:00,East_Coast,352.8744197250013
2024-01-19 16:00:00,East_Coast,414.21342953230106
2024-01-19 17:00:00,East_Coast,389.04252775036815
2024-01-19 18:00:00,East_Coast,
2024-01-19 19:00:00,East_Coast,446.448805172344
2024-01-19 20:00:00,East_Coast,359.3150872115015
2024-01-19 21:00:00,East_Coast,527.5502600701379
2024-01-19 22:00:00,East_Coast,451.89427702909643
2024-01-19 23:00:00,East_Coast,456.97383892912353
2024-01-20 00:00:00,East_Coast,571.391038409984
2024-01-20 01:00:00,East_Coast,549.3726473752976
2024-01-20 02:00:00,East_Coast,688.2648625268147
2024-01-20 03:00:00,East_Coast,739.1298298543649
2024-01-20 04:00:00,East_Coast,857.0452118543944
2024-01-20 05:00:00,East_Coast,749.2069653446348
2024-01-20 06:00:00,East_Coast,822.7725772879198
2024-01-20 07:00:00,East_Coast,794.5165288530903
2024-01-20 08:00:00,East_Coast,738.7390079434108
2024-01-20 09:00:00,East_Coast,
2024-01-20 10:00:00,East_Coast,724.0185977692702
2024-01-20 11:00:00,East_Coast,700.9033380421359
2024-01-20 12:00:00,East_Coast,686.8251502298292
2024-01-20 13:00:00,East_Coast,521.3528480258336
2024-01-20 14:00:00,East_Coast,488.80188071588543
2024-01-20 15:00:00,East_Coast,386.0702441283492
2024-01-20 16:00:00,East_Coast,426.1569370022799
2024-01-20 17:00:00,East_Coast,462.4076812825793
2024-01-20 18:00:00,East_Coast,435.03633417195164
2024-01-20 19:00:00,East_Coast,
2024-01-20 20:00:00,East_Coast,495.75228407364153
2024-01-20 21:00:00,East_Coast,556.2401732352257
2024-01-20 22:00:00,East_Coast,544.268270805023
2024-01-20 23:00:00,East_Coast,554.363251765073
2024-01-21 00:00:00,East_Coast,674.7348854041295
2024-01-21 01:00:00,East_Coast,690.1759029131271
2024-01-21 02:00:00,East_Coast,685.2420451891129
2024-01-21 03:00:00,East_Coast,663.1568864104348
2024-01-21 04:00:00,East_Coast,905.2088124973442
2024-01-21 05:00:00,East_Coast,969.696761032416
2024-01-21 06:00:00,East_Coast,852.5486282804474
2024-01-21 07:00:00,East_Coast,828.5509030603272
2024-01-21 08:00:00,East_Coast,730.9700174609311
2024-01-21 09:00:00,East_Coast,821.6826273566396
2024-01-21 10:00:00,East_Coast,736.6118111360149
2024-01-21 11:00:00,East_Coast,662.3118165195536
2024-01-21 12:00:00,East_Coast,
2024-01-21 13:00:00,East_Coast,545.8403240411318
2024-01-21 14:00:00,East_Coast,490.3024402952122
2024-01-21 15:00:00,East_Coast,411.06024042519766
2024-01-21 16:00:00,East_Coast,473.97922002052184
2024-01-21 17:00:00,East_Coast,399.4988974588497
2024-01-21 18:00:00,East_Coast,375.0280832428176
2024-01-21 19:00:00,East_Coast,471.2412354899092
2024-01-21 20:00:00,East_Coast,384.0394994175619
2024-01-21 21:00:00,East_Coast,461.93119476892196
2024-01-21 22:00:00,East_Coast,522.8805888785537
2024-01-21 23:00:00,East_Coast,484.43245944427713
2024-01-22 00:00:00,East_Coast,606.914482427299
2024-01-22 01:00:00,East_Coast,715.755183228166
2024-01-22 02:00:00,East_Coast,674.7380026964399
2024-01-22 03:00:00,East_Coast,707.4637367062043
2024-01-22 04:00:00,East_Coast,780.5383248415761
2024-01-22 05:00:00,East_Coast,883.9565683712644
2024-01-22 06:00:00,East_Coast,764.8903942965093
2024-01-22 07:00:00,East_Coast,746.5055756206461
2024-01-22 08:00:00,East_Coast,831.3491755511552
2024-01-22 09:00:00,East_Coast,660.8247682877915
2024-01-22 10:00:00,East_Coast,671.811510533632
2024-01-22 11:00:00,East_Coast,747.5740479258213
2024-01-22 12:00:00,East_Coast,646.5375131955299
2024-01-22 13:00:00,East_Coast,527.5583611613766
2024-01-22 14:00:00,East_Coast,528.7913488231663
2024-01-22 15:00:00,East_Coast,419.6307542157352
2024-01-22 16:00:00,East_Coast,433.46793634890236
2024-01-22 17:00:00,East_Coast,391.52189843384355
2024-01-22 18:00:00,East_Coast,356.550298605185
2024-01-22 19:00:00,East_Coast,463.1395630407514
2024-01-22 20:00:00,East_Coast,481.762492517116
2024-01-22 21:00:00,East_Coast,492.634984522516
2024-01-22 22:00:00,East_Coast,535.0510841539128
