time_stamp,location,power_mw
2024-01-07 11:00:00,Mid-West,482.6589516369928
2024-01-07 12:00:00,Mid-West,397.59374228601473
2024-01-07 13:00:00,Mid-West,350.1121723966316
2024-01-07 14:00:00,Mid-West,349.87014578413266
2024-01-07 15:00:00,Mid-West,322.3331848888764
2024-01-07 16:00:00,Mid-West,267.9289299573577
2024-01-07 17:00:00,Mid-West,233.36756552009254
2024-01-07 18:00:00,Mid-West,250.68457640115116
2024-01-07 19:00:00,Mid-West,226.72691020583613
2024-01-07 20:00:00,Mid-West,275.63406114056977
2024-01-07 21:00:00,Mid-West,318.0763215033613
2024-01-07 22:00:00,Mid-West,339.91056777703966
2024-01-07 23:00:00,Mid-West,389.5158674037005
2024-01-08 00:00:00,Mid-West,470.0396474181684
2024-01-08 01:00:00,Mid-West,435.68883171944884
2024-01-08 02:00:00,Mid-West,505.2013793884179
2024-01-08 03:00:00,Mid-West,501.0514131155874
2024-01-08 04:00:00,Mid-West,569.0774911984033
2024-01-08 05:00:00,Mid-West,531.0721148953852
2024-01-08 06:00:00,Mid-West,529.7496410768889
2024-01-08 07:00:00,Mid-West,574.5561645153904
2024-01-08 08:00:00,Mid-West,523.2239310882513
2024-01-08 09:00:00,Mid-West,497.05566406951675
2024-01-08 10:00:00,Mid-West,480.8137405106895
2024-01-08 11:00:00,Mid-West,456.48368210368756
2024-01-08 12:00:00,Mid-West,436.94933339342515
2024-01-08 13:00:00,Mid-West,384.041426493969
2024-01-08 14:00:00,Mid-West,411.1697295862553
2024-01-08 15:00:00,Mid-West,291.5965235312245
2024-01-08 16:00:00,Mid-West,294.526275969114
2024-01-08 17:00:00,Mid-West,295.3989375597698
2024-01-08 18:00:00,Mid-West,184.57608966327388
2024-01-08 19:00:00,Mid-West,208.4457705193683
2024-01-08 20:00:00,Mid-West,241.1733509804504
2024-01-08 21:00:00,Mid-West,309.855341768427
2024-01-08 22:00:00,Mid-West,308.36004663330715
2024-01-08 23:00:00,Mid-West,331.89544063892464
2024-01-09 00:00:00,Mid-West,397.42059908071343
2024-01-09 01:00:00,Mid-West,440.6457224270694
2024-01-09 02:00:00,Mid-West,402.6217010048652
2024-01-09 03:00:00,Mid-West,509.2236580645179
2024-01-09 04:00:00,Mid-West,481.51115462216336
2024-01-09 05:00:00,Mid-West,522.2265649622827
2024-01-09 06:00:00,Mid-West,518.5443036130463
2024-01-09 07:00:00,Mid-West,534.894612644859
2024-01-09 08:00:00,Mid-West,514.3994030648554
2024-01-09 09:00:00,Mid-West,557.6209985977465
2024-01-09 10:00:00,Mid-West,448.47850376527646
2024-01-09 11:00:00,Mid-West,465.74520231597995
2024-01-09 12:00:00,Mid-West,423.7827725496569
2024-01-09 13:00:00,Mid-West,349.27995281159093
2024-01-09 14:00:00,Mid-West,333.11547667763784
2024-01-09 15:00:00,Mid-West,318.44569688117406
2024-01-09 16:00:00,Mid-West,303.9679796208507
2024-01-09 17:00:00,Mid-West,212.20384958440596
2024-01-09 18:00:00,Mid-West,252.86611614018733
2024-01-09 19:00:00,Mid-West,234.98267092645685
2024-01-09 20:00:00,Mid-West,230.69882097871988
2024-01-09 21:00:00,Mid-West,331.053010761358
2024-01-09 22:00:00,Mid-West,310.17869316207884
2024-01-09 23:00:00,Mid-West,342.30448925150404
2024-01-10 00:00:00,Mid-West,424.1394282066553
2024-01-10 01:00:00,Mid-West,453.9256182563117
2024-01-10 02:00:00,Mid-West,469.95358082947917
2024-01-10 03:00:00,Mid-West,528.5840818883594
2024-01-10 04:00:00,Mid-West,552.0796849635112
2024-01-10 05:00:00,Mid-West,537.549722691836
2024-01-10 06:00:00,Mid-West,551.6978698154207
2024-01-10 07:00:00,Mid-West,535.759473872305
2024-01-10 08:00:00,Mid-West,504.32957063996804
2024-01-10 09:00:00,Mid-West,512.9261070493691
2024-01-10 10:00:00,Mid-West,458.56032906398156
2024-01-10 11:00:00,Mid-West,390.85673482805214
2024-01-10 12:00:00,Mid-West,421.2956601865714
2024-01-10 13:00:00,Mid-West,351.3253264473918
2024-01-10 14:00:00,Mid-West,290.9020917996181
2024-01-10 15:00:00,Mid-West,271.34683954768917
2024-01-10 16:00:00,Mid-West,294.41637645828166
2024-01-10 17:00:00,Mid-West,271.655011486052
2024-01-10 18:00:00,Mid-West,246.6225354025869
2024-01-10 19:00:00,Mid-West,254.9154383126463
2024-01-10 20:00:00,Mid-West,272.7503187238955
2024-01-10 21:00:00,Mid-West,318.49572371153823
2024-01-10 22:00:00,Mid-West,319.41545787891897
2024-01-10 23:00:00,Mid-West,-500.0
2024-01-11 00:00:00,Mid-West,421.8565065242072
2024-01-11 01:00:00,Mid-West,455.7868684611987
2024-01-11 02:00:00,Mid-West,460.37176491169686
2024-01-11 03:00:00,Mid-West,492.1820145483771
2024-01-11 04:00:00,Mid-West,521.5712394160563
2024-01-11 05:00:00,Mid-West,530.4796816079729
2024-01-11 06:00:00,Mid-West,505.50334467350984
2024-01-11 07:00:00,Mid-West,527.6526196202692
2024-01-11 08:00:00,Mid-West,512.2926892820815
2024-01-11 09:00:00,Mid-West,422.52574211335644
2024-01-11 10:00:00,Mid-West,489.2778093601816
2024-01-11 11:00:00,Mid-West,426.41122146190514
2024-01-11 12:00:00,Mid-West,374.00275004415926
2024-01-11 13:00:00,Mid-West,354.21345068170444
2024-01-11 14:00:00,Mid-West,289.06499118496697
2024-01-11 15:00:00,Mid-West,266.6112197383677
2024-01-11 16:00:00,Mid-West,221.66124590840565
2024-01-11 17:00:00,Mid-West,298.649686878828
2024-01-11 18:00:00,Mid-West,265.0436901882986
2024-01-11 19:00:00,Mid-West,251.0482784993152
2024-01-11 20:00:00,Mid-West,221.34361477114908
2024-01-11 21:00:00,Mid-West,232.39871109811241
2024-01-11 22:00:00,Mid-West,340.4878801685606
2024-01-11 23:00:00,Mid-West,310.3655007754904
2024-01-12 00:00:00,Mid-West,396.5293392282723
2024-01-12 01:00:00,Mid-West,424.61921196815774
2024-01-12 02:00:00,Mid-West,487.08598105481803
2024-01-12 03:00:00,Mid-West,457.13853957950397
2024-01-12 04:00:00,Mid-West,513.1436777057213
2024-01-12 05:00:00,Mid-West,565.4254034283898
2024-01-12 06:00:00,Mid-West,504.826814722702
2024-01-12 07:00:00,Mid-West,522.3690345937209
2024-01-12 08:00:00,Mid-West,524.0709429919968
2024-01-12 09:00:00,Mid-West,502.4497081666181
2024-01-12 10:00:00,Mid-West,496.8249421716897
2024-01-12 11:00:00,Mid-West,427.53350557463267
2024-01-12 12:00:00,Mid-West,384.225107549257
2024-01-12 13:00:00,Mid-West,371.89328842037594
2024-01-12 14:00:00,Mid-West,271.62598207671465
2024-01-12 15:00:00,Mid-West,278.8319650080458
2024-01-12 16:00:00,Mid-West,277.87155035630076
2024-01-12 17:00:00,Mid-West,278.5313699457423
2024-01-12 18:00:00,Mid-West,281.3047843197
2024-01-12 19:00:00,Mid-West,178.0527609930398
2024-01-12 20:00:00,Mid-West,297.4019841079487
2024-01-12 21:00:00,Mid-West,221.04301500028487
2024-01-12 22:00:00,Mid-West,328.936368844201
2024-01-12 23:00:00,Mid-West,385.50448418579333
2024-01-13 00:00:00,Mid-West,393.1351722007181
2024-01-13 01:00:00,Mid-West,415.6614635670578
2024-01-13 02:00:00,Mid-West,457.2102470488989
2024-01-13 03:00:00,Mid-West,502.77508212441427
2024-01-13 04:00:00,Mid-West,524.5411916177086
2024-01-13 05:00:00,Mid-West,550.4500306515346
2024-01-13 06:00:00,Mid-West,519.4819921733807
2024-01-13 07:00:00,Mid-West,583.5096436174541
2024-01-13 08:00:00,Mid-West,482.4463896987613
2024-01-13 09:00:00,Mid-West,517.9126283247625
2024-01-13 10:00:00,Mid-West,514.8934096638551
2024-01-13 11:00:00,Mid-West,436.7042974706868
2024-01-13 12:00:00,Mid-West,424.3979019734876
2024-01-13 13:00:00,Mid-West,325.03267857699734
2024-01-13 14:00:00,Mid-West,299.6495689016935
2024-01-13 15:00:00,Mid-West,302.15032865879476
2024-01-13 16:00:00,Mid-West,261.1835524802549
2024-01-13 17:00:00,Mid-West,265.5804705395034
2024-01-13 18:00:00,Mid-West,206.84706930661744
2024-01-13 19:00:00,Mid-West,259.13419984558783
2024-01-13 20:00:00,Mid-West,244.6982477344861
2024-01-13 21:00:00,Mid-West,286.856020501279
2024-01-13 22:00:00,Mid-West,331.8539864638955
2024-01-13 23:00:00,Mid-West,389.8253947675413
2024-01-14 00:00:00,Mid-West,402.47921757928856
2024-01-14 01:00:00,Mid-West,437.34700525222286
2024-01-14 02:00:00,Mid-West,471.38045267410143
2024-01-14 03:00:00,Mid-West,482.41896332379264
2024-01-14 04:00:00,Mid-West,555.2820404261867
2024-01-14 05:00:00,Mid-West,556.55129500826
2024-01-14 06:00:00,Mid-West,500.45916735040805
2024-01-14 07:00:00,Mid-West,574.0377943398807
2024-01-14 08:00:00,Mid-West,565.9306715481445
2024-01-14 09:00:00,Mid-West,486.8955167973277
2024-01-14 10:00:00,Mid-West,436.8086844230353
2024-01-14 11:00:00,Mid-West,401.8793515268626
2024-01-14 12:00:00,Mid-West,412.45489379736966
2024-01-14 13:00:00,Mid-West,356.4518076490185
2024-01-14 14:00:00,Mid-West,315.68569973559
2024-01-14 15:00:00,Mid-West,280.8543757876167
2024-01-14 16:00:00,Mid-West,260.8071376054844
2024-01-14 17:00:00,Mid-West,212.08776122020143
2024-01-14 18:00:00,Mid-West,295.4792026430506
2024-01-14 19:00:00,Mid-West,248.8677078581135
2024-01-14 20:00:00,Mid-West,273.7886378743518
2024-01-14 21:00:00,Mid-West,249.2073129268074
2024-01-14 22:00:00,Mid-West,300.12593683132263
2024-01-14 23:00:00,Mid-West,350.54646367445145
2024-01-15 00:00:00,Mid-West,414.4930090088403
2024-01-15 01:00:00,Mid-West,414.876760583001
2024-01-15 02:00:00,Mid-West,473.7952499457777
2024-01-15 03:00:00,Mid-West,490.7706133991602
2024-01-15 04:00:00,Mid-West,611.701435825974
2024-01-15 05:00:00,Mid-West,583.9698973241038
2024-01-15 06:00:00,Mid-West,558.8207672882908
2024-01-15 07:00:00,Mid-West,568.2602742325568
2024-01-15 08:00:00,Mid-West,525.6981235834938
2024-01-15 09:00:00,Mid-West,511.5155373931184
2024-01-15 10:00:00,Mid-West,427.1064299296592
2024-01-15 11:00:00,Mid-West,448.281278995502
2024-01-15 12:00:00,Mid-West,417.6919259521588
2024-01-15 13:00:00,Mid-West,355.7183881423058
2024-01-15 14:00:00,Mid-West,335.36604198044193
2024-01-15 15:00:00,Mid-West,308.4701360204855
2024-01-15 16:00:00,Mid-West,266.55197631806135
2024-01-15 17:00:00,Mid-West,299.64452295218365
2024-01-15 18:00:00,Mid-West,303.84338477942737
2024-01-15 19:00:00,Mid-West,239.12940272112792
2024-01-15 20:00:00,Mid-West,248.35313758226957
2024-01-15 21:00:00,Mid-West,298.7889549280115
2024-01-15 22:00:00,Mid-West,294.5692527060813
2024-01-15 23:00:00,Mid-West,417.55349446589634
2024-01-16 00:00:00,Mid-West,383.5535697633887
2024-01-16 01:00:00,Mid-West,423.8395192854419
2024-01-16 02:00:00,Mid-West,499.3163067989586
2024-01-16 03:00:00,Mid-West,518.1549879633212
2024-01-16 04:00:00,Mid-West,562.7163414168662
2024-01-16 05:00:00,Mid-West,584.5748971541169
2024-01-16 06:00:00,Mid-West,558.1821980093799
2024-01-16 07:00:00,Mid-West,532.5985585989255
2024-01-16 08:00:00,Mid-West,483.01578329798525
2024-01-16 09:00:00,Mid-West,513.1274025133054
2024-01-16 10:00:00,Mid-West,435.00645516553647
2024-01-16 11:00:00,Mid-West,454.5356059317737
2024-01-16 12:00:00,Mid-West,340.25593998241413
2024-01-16 13:00:00,Mid-West,379.30416044785534
2024-01-16 14:00:00,Mid-West,347.5888979677802
2024-01-16 15:00:00,Mid-West,321.2715958593098
2024-01-16 16:00:00,Mid-West,319.5537657325038
2024-01-16 17:00:00,Mid-West,230.10422729664725
2024-01-16 18:00:00,Mid-West,258.54050628496134
2024-01-16 19:00:00,Mid-West,307.7791243002991
2024-01-16 20:00:00,Mid-West,259.65242179249833
2024-01-16 21:00:00,Mid-West,303.73472843645106
2024-01-16 22:00:00,Mid-West,318.77714761509554
2024-01-16 23:00:00,Mid-West,399.4535915181456
2024-01-17 00:00:00,Mid-West,402.02979468370097
2024-01-17 01:00:00,Mid-West,461.98981963098265
2024-01-17 02:00:00,Mid-West,477.06894774695354
2024-01-17 03:00:00,Mid-West,537.0363613018486
2024-01-17 04:00:00,Mid-West,511.5808458671411
2024-01-17 05:00:00,Mid-West,563.6198646770066
2024-01-17 06:00:00,Mid-West,535.8063953488789
2024-01-17 07:00:00,Mid-West,502.7369537910112
2024-01-17 08:00:00,Mid-West,464.93167036642456
2024-01-17 09:00:00,Mid-West,494.88362121350633
2024-01-17 10:00:00,Mid-West,433.39968911581997
2024-01-17 11:00:00,Mid-West,458.9067903937686
2024-01-17 12:00:00,Mid-West,434.373939034041
2024-01-17 13:00:00,Mid-West,346.24675256713556
2024-01-17 14:00:00,Mid-West,336.2590919245429
2024-01-17 15:00:00,Mid-West,301.9204164586258
2024-01-17 16:00:00,Mid-West,257.9448222591898
2024-01-17 17:00:00,Mid-West,261.43133458728863
2024-01-17 18:00:00,Mid-West,232.14330746514685
2024-01-17 19:00:00,Mid-West,288.81073069710374
2024-01-17 20:00:00,Mid-West,270.4527435390932
2024-01-17 21:00:00,Mid-West,272.8804110896157
2024-01-17 22:00:00,Mid-West,332.21995527878715
2024-01-17 23:00:00,Mid-West,302.34948092459473
2024-01-18 00:00:00,Mid-West,376.3208755173985
2024-01-18 01:00:00,Mid-West,421.8905912692931
2024-01-18 02:00:00,Mid-West,493.9316644049831
2024-01-18 03:00:00,Mid-West,497.06588250792856
2024-01-18 04:00:00,Mid-West,508.8269797187291
2024-01-18 05:00:00,Mid-West,568.0013386493772
2024-01-18 06:00:00,Mid-West,516.2923633158966
2024-01-18 07:00:00,Mid-West,528.6608029079621
2024-01-18 08:00:00,Mid-West,501.8151486782511
2024-01-18 09:00:00,Mid-West,484.6790207499895
2024-01-18 10:00:00,Mid-West,491.4212416293676
2024-01-18 11:00:00,Mid-West,478.9013310387086
2024-01-18 12:00:00,Mid-West,417.9801156680471
2024-01-18 13:00:00,Mid-West,327.92475644913054
2024-01-18 14:00:00,Mid-West,325.7798850405565
2024-01-18 15:00:00,Mid-West,297.75871936094495
2024-01-18 16:00:00,Mid-West,307.15704736088657
2024-01-18 17:00:00,Mid-West,231.50789614542046
2024-01-18 18:00:00,Mid-West,209.97115617216213
2024-01-18 19:00:00,Mid-West,210.32917204734676
2024-01-18 20:00:00,Mid-West,315.9311361488615
2024-01-18 21:00:00,Mid-West,300.65503778709
2024-01-18 22:00:00,Mid-West,339.99892376996695
2024-01-18 23:00:00,Mid-West,367.405813774341
2024-01-19 00:00:00,Mid-West,383.3399544554332
2024-01-19 01:00:00,Mid-West,430.09930947032257
2024-01-19 02:00:00,Mid-West,450.61575584333195
2024-01-19 03:00:00,Mid-West,503.71117745076293
2024-01-19 04:00:00,Mid-West,522.0069790387088
2024-01-19 05:00:00,Mid-West,525.7277874260778
2024-01-19 06:00:00,Mid-West,575.1037523924109
2024-01-19 07:00:00,Mid-West,547.3797113238113
2024-01-19 08:00:00,Mid-West,542.5491100928693
2024-01-19 09:00:00,Mid-West,522.5654432089106
2024-01-19 10:00:00,Mid-West,465.79471655011326
2024-01-19 11:00:00,Mid-West,465.46319713116424
2024-01-19 12:00:00,Mid-West,409.54448335099244
2024-01-19 13:00:00,Mid-West,339.47633600424734
2024-01-19 14:00:00,Mid-West,354.86741604983484
2024-01-19 15:00:00,Mid-West,351.77033794780664
2024-01-19 16:00:00,Mid-West,292.06928511698567
2024-01-19 17:00:00,Mid-West,241.43471578455578
2024-01-19 18:00:00,Mid-West,245.04474573396467
2024-01-19 19:00:00,Mid-West,302.99953224647214
2024-01-19 20:00:00,Mid-West,205.68255715547846
2024-01-19 21:00:00,Mid-West,394.8767433777878
2024-01-19 22:00:00,Mid-West,303.8503232301467
2024-01-19 23:00:00,Mid-West,349.64978690111377
2024-01-20 00:00:00,Mid-West,397.3521596130865
2024-01-20 01:00:00,Mid-West,413.40470919943687
2024-01-20 02:00:00,Mid-West,462.2534256806898
2024-01-20 03:00:00,Mid-West,533.6368958927662
2024-01-20 04:00:00,Mid-West,503.8911692363789
2024-01-20 05:00:00,Mid-West,518.4605474053525
2024-01-20 06:00:00,Mid-West,597.0764312737681
2024-01-20 07:00:00,Mid-West,611.2809356264834
2024-01-20 08:00:00,Mid-West,557.7636434896865
2024-01-20 09:00:00,Mid-West,502.1884031226417
2024-01-20 10:00:00,Mid-West,500.3451154607139
2024-01-20 11:00:00,Mid-West,448.5585973199821
2024-01-20 12:00:00,Mid-West,433.6781987177916
2024-01-20 13:00:00,Mid-West,340.3590112113413
2024-01-20 14:00:00,Mid-West,330.44855828650543
2024-01-20 15:00:00,Mid-West,330.70014368276867
2024-01-20 16:00:00,Mid-West,249.6590095467777
2024-01-20 17:00:00,Mid-West,254.39804183096774
2024-01-20 18:00:00,Mid-West,273.1438899366014
2024-01-20 19:00:00,Mid-West,252.82589625606542
2024-01-20 20:00:00,Mid-West,268.4053799715331
2024-01-20 21:00:00,Mid-West,239.4146411544157
2024-01-20 22:00:00,Mid-West,368.66143105650724
2024-01-20 23:00:00,Mid-West,350.3078710864739
2024-01-21 00:00:00,Mid-West,344.3407738866901
2024-01-21 01:00:00,Mid-West,392.50747553453675
2024-01-21 02:00:00,Mid-West,442.3658080699221
2024-01-21 03:00:00,Mid-West,508.69921078975597
2024-01-21 04:00:00,Mid-West,548.152274035405
2024-01-21 05:00:00,Mid-West,524.8402963821337
2024-01-21 06:00:00,Mid-West,509.1883449509396
2024-01-21 07:00:00,Mid-West,564.5866338684764
2024-01-21 08:00:00,Mid-West,600.5670002950812
2024-01-21 09:00:00,Mid-West,467.4061400243461
2024-01-21 10:00:00,Mid-West,483.25378449533036
2024-01-21 11:00:00,Mid-West,465.4441002579133
2024-01-21 12:00:00,Mid-West,344.7383410704562
2024-01-21 13:00:00,Mid-West,357.2042525541228
2024-01-21 14:00:00,Mid-West,283.64199154641847
2024-01-21 15:00:00,Mid-West,306.2486768796761
2024-01-21 16:00:00,Mid-West,279.31006722787555
2024-01-21 17:00:00,Mid-West,250.81722717467517
2024-01-21 18:00:00,Mid-West,284.23279244898254
2024-01-21 19:00:00,Mid-West,289.3216201122024
2024-01-21 20:00:00,Mid-West,294.9015033477614
2024-01-21 21:00:00,Mid-West,267.791789972334
2024-01-21 22:00:00,Mid-West,302.15154075844265
2024-01-21 23:00:00,Mid-West,407.4242747224547
2024-01-22 00:00:00,Mid-West,367.961907851942
2024-01-22 01:00:00,Mid-West,466.0638599478906
2024-01-22 02:00:00,Mid-West,445.1399735142306
2024-01-22 03:00:00,Mid-West,481.32268170302535
2024-01-22 04:00:00,Mid-West,517.9723727266754
2024-01-22 05:00:00,Mid-West,581.2882186434329
2024-01-22 06:00:00,Mid-West,572.8959349128974
2024-01-22 07:00:00,Mid-West,558.4048647243171
2024-01-22 08:00:00,Mid-West,573.9214052834145
2024-01-22 09:00:00,Mid-West,478.6543417351389
2024-01-22 10:00:00,Mid-West,460.9902254384585
2024-01-22 11:00:00,Mid-West,439.6954701083854
2024-01-22 12:00:00,Mid-West,434.3511434942988
2024-01-22 13:00:00,Mid-West,369.47123783168456
2024-01-22 14:00:00,Mid-West,337.53034571844256
2024-01-22 15:00:00,Mid-West,264.41694317869263
2024-01-22 16:00:00,Mid-West,261.69344670967234
2024-01-22 17:00:00,Mid-West,251.23106824952612
